
person,nayelli
sp,sp,4691.504395
ACROSS,AH0,38.027111,K,9.793453,R,24.531805,AO1,215.017731,S,649.985046
sp,sp,1218.825684
COMFORTABLE,K,158.276505,AH1,38.716969,M,74.399475,F,52.251209,ER0,8.113422,T,9.278606,AH0,14.944106,AH0,11.719418,L,390.136261
sp,sp,2323.191895
PARADIGM,P,18.700592,EH1,400.874115,R,27.668821,AH0,41.855862,D,56.162891,AY2,39.441818,M,362.757050
sp,sp,1077.537964
SPURIOUS,S,474.259491,P,10.639960,Y,93.066750,UH1,32.913181,R,38.366890,IY0,552.347961,AH0,123.020416,S,78.725601
sp,sp,2565.015625
PICTURE,P,21.484745,IH1,70.017906,CH,143.258011,ER0,479.878265
sp,sp,1819.760254
INFAMOUS,IH1,36.058842,N,184.246506,F,37.962563,AH0,49.599194,AH0,227.315948,S,150.249405
sp,sp,2033.709717
AWRY,ER0,7.941963,AY1,566.060364
sp,sp,1913.915283
BUSINESS,B,45.342575,IH1,158.331528,Z,99.584869,N,46.121117,AH0,115.011559,S,260.265930
sp,sp,6636.550781

person,minh
sp,sp,1597.668457,AO1,150.598923,S,432.147797
sp,sp,1069.710205
COMFORTABLE,K,39.088737,M,6.019423,F,24.123329,ER0,35.745365,AH0,15.056621,AH0,8.151651,L,572.703430
sp,sp,1078.222778
PARADIGM,P,36.275860,R,54.383991,AH0,1.287286,D,0.713153,AY2,638.558228,M,86.511536
sp,sp,1357.142700
SPURIOUS,S,350.716675,P,21.694483,Y,23.819450,UH1,48.341129,R,59.444553,IY0,168.532242,AH0,116.729507,S,596.276489
sp,sp,2073.087158
PICTURE,P,9.131002,IH1,37.543770,CH,98.574768,ER0,912.594360
sp,sp,1835.277954
INFAMOUS,IH1,32.476379,N,2.615620,AH0,44.083054,M,73.706398,AH0,38.629601,S,700.447571
sp,sp,2427.245361
AWRY,ER0,43.728367,AY1,430.665283
sp,sp,2366.130859,Z,91.365410,AH0,106.629738,S,709.594482
sp,sp,1346.769043

person,gavin
sp,sp,2832.816650
ACROSS,AH0,16.165586,K,20.300709,R,144.602722,AO1,680.418762,S,647.641479
sp,sp,1385.635376
COMFORTABLE,K,134.192612,AH1,6.940314,M,115.751457,ER0,69.055229,T,24.679354,AH0,36.848831,B,13.142797,AH0,35.226143,L,801.502991
sp,sp,1688.308594
PARADIGM,P,49.854145,EH1,144.262680,R,195.855988,AH0,18.324932,D,3.983297,AY2,658.543030,M,463.867584
sp,sp,1465.270508
SPURIOUS,S,378.087494,ER1,330.790985,IY0,302.049286,AH0,300.033142,S,719.205383
sp,sp,2570.064941,IH1,125.610107,CH,177.096909,ER0,924.348083
sp,sp,2157.265137
INFAMOUS,IH1,59.438351,N,238.461975,F,80.804359,AH0,45.659588,M,167.609360,AH0,237.790527,S,391.934021
sp,sp,555.561340,AY1,655.803955
sp,sp,2202.538086
BUSINESS,B,22.908548,IH1,85.453651,Z,106.662216,N,30.046591,AH0,221.464432,S,1019.625244
sp,sp,2298.255615

person,maura
sp,sp,2852.995117
ACROSS,AH0,67.308701,K,529.336121,AO1,170.561584,S,86.021683
sp,sp,5209.193359
COMFORTABLE,K,41.463696,M,9.452222,F,37.220718,ER0,89.655472,T,17.162382,AH0,24.582438,AH0,23.095181,L,448.206573
sp,sp,6147.493652,EH1,479.426453,R,67.400200,AH0,60.833111,D,108.303513,AY2,38.217369,M,91.762421
sp,sp,5855.557617
SPURIOUS,S,421.706818,P,39.380032,Y,6.599905,R,49.528080,IY0,316.945923,AH0,61.127872,S,75.033989
sp,sp,6054.914551,ER0,434.251343
sp,sp,4023.289795
INFAMOUS,IH1,5.117829,N,36.766022,F,12.516383,AH0,34.690815,M,59.333607,AH0,100.839539,S,92.458984
sp,sp,5887.765625
AWRY,ER0,45.410179,AY1,233.342041
sp,sp,5679.082520,AH0,267.160614,S,154.861389
sp,sp,6464.073730

person,catherine
sp,sp,4771.724121,K,45.089214,R,106.967865,AO1,248.054718,S,413.481598
sp,sp,1379.224976
