
person,johan
sp,sp,3298.655762
SIX,S,320.005188,S,226.262222
sp,sp,2186.711914
SEVEN,S,330.872467,EH1,64.520195,V,9.037216,AH0,28.995018,N,278.392792
sp,sp,2237.258057,W,24.637609,EH1,43.053616,N,49.413776,IY0,290.374908
sp,sp,2202.656982
EIGHTY,EY1,142.457245,T,18.508352,IY0,325.719116
sp,sp,2448.139404
TWO,T,22.269642,UW1,448.800323
sp,sp,384.498230
ONE,HH,2230.427490,AH1,184.780487,N,264.555023
sp,sp,2682.151367,AH1,79.434143,N,50.815273,ER0,47.127506,D,216.540421
sp,sp,485.339020
ONE,HH,2008.110107,W,88.084946,AH1,76.879814,N,273.881287
sp,sp,3117.220215,ER1,168.362198,IY0,274.867249
sp,sp,2410.646484,EH1,117.341927,L,466.959656,V,72.832611
sp,sp,2567.529053,IH1,29.044140,F,39.184509,T,26.136721,IY0,372.887939
sp,sp,1842.292480
SIXTY,S,401.440521,S,83.396484,IY0,297.777252
sp,sp,2225.727051
FOUR,F,59.889172,AO1,351.081818,R,226.322418
sp,sp,2065.519043,AY1,282.185760,N,70.656143,T,3.544772,IY0,367.332611
sp,sp,2435.687988,AY1,322.961395,N,94.990501,IY0,364.808105
sp,sp,2772.514648,AY1,637.147522,N,186.973541
sp,sp,2787.358643,ER1,155.119095,T,20.939259,IY1,235.607742,N,210.830521
sp,sp,1622.781982
FIVE,F,22.793850,AY1,552.666565,V,287.381439
sp,sp,4729.689941

person,elvis
sp,sp,3417.155029
SIX,S,640.922729,IH1,246.998596,K,356.919739,S,591.541260
sp,sp,1409.927979
SEVEN,S,306.536835,EH1,270.127380,V,283.310394,AH0,103.832092,N,426.821014
sp,sp,1052.801758
TWENTY,T,72.913536,W,80.671631,EH1,267.923218,N,266.430511,T,205.976608,IY0,488.070526
sp,sp,1149.846924
EIGHTY,EY1,411.096832,T,243.343521,IY0,595.144470
sp,sp,1668.244385
TWO,T,123.197861,UW1,931.311523
sp,sp,2204.178711
ONE,W,465.903229,AH1,642.038269,N,183.736938
sp,sp,2010.726807
HUNDRED,HH,87.799721,AH1,171.870468,N,186.271271,D,51.562111,ER0,262.280121,D,309.478882
sp,sp,1538.668945,W,114.663757,AH1,260.446594,N,363.549530
sp,sp,1658.477905
THIRTY,TH,76.814064,ER1,118.956886,D,45.473644,IY0,530.939087
sp,sp,1516.350830
TWELVE,T,168.395309,W,124.457390,EH1,157.254807,L,653.668213,V,137.984512
sp,sp,1915.831665
FIFTY,F,87.268257,IH1,221.344284,F,320.275177,T,144.302551,IY0,651.330322
sp,sp,1144.616699
SIXTY,S,438.651123,IH1,88.202461,K,111.030869,S,282.140228,T,85.643288,IY0,465.531952
sp,sp,1461.424805
FOUR,F,95.071281,AO1,1079.944092,R,47.466179
sp,sp,2792.627686
NINETY,N,33.983284,AY1,304.047363,N,209.676529,T,208.122620,IY0,569.409729
sp,sp,1361.897217
NINETY,N,96.871094,AY1,367.827576,N,237.301208,T,192.468628,IY0,717.064514
sp,sp,1006.133057
NINE,N,143.951065,AY1,809.112976,N,351.028137
sp,sp,1336.096191
THIRTEEN,TH,59.708786,ER1,72.405807,T,301.366638,IY1,77.246025,N,806.809753
sp,sp,1546.354370
FIVE,F,62.851067,AY1,477.800262,V,245.337601
sp,sp,3700.393799

person,dulcie
sp,sp,3473.814697
SIX,S,66.964607,IH1,260.951752,K,141.207474,S,275.029236
sp,sp,1596.440918
SEVEN,S,252.363174,EH1,911.526062,V,65.050743,AH0,59.708786,N,77.378311
sp,sp,1486.084351,EH1,76.400925,N,49.344120,IY0,846.180481
sp,sp,1232.494263
EIGHTY,EY1,132.532410,T,0.913273,IY0,861.122620
sp,sp,1565.362427,UW1,694.485352
sp,sp,2075.940430
ONE,W,76.436043,AH1,330.118866,N,67.398872
sp,sp,1919.463257
HUNDRED,HH,11.338415,AH1,24.953684,N,122.717590,D,0.354717,ER0,261.768158,D,287.119476
sp,sp,1794.278931
ONE,W,82.387535,AH1,723.475342,N,98.771973
sp,sp,1831.389893,ER1,74.897614,D,90.882507,IY0,839.190247
sp,sp,1681.024170,W,2.345737,EH1,62.308628,L,865.883545,V,1.585109
sp,sp,1874.599731
FIFTY,F,41.574448,IH1,140.439285,F,73.599670,T,103.299316,IY0,712.059448
sp,sp,1622.348267
SIXTY,S,271.730865,IH1,173.697739,S,94.075714,IY0,1020.385315
sp,sp,1817.904907
FOUR,F,51.548454,AO1,658.661621,R,117.377327
sp,sp,1867.559448,AY1,104.765968,N,99.053947,IY0,1005.687927
sp,sp,1392.744751,AY1,170.061646,N,173.003555,IY0,960.068481
sp,sp,2109.106201,AY1,573.094482,N,398.180176
sp,sp,1587.237793
THIRTEEN,TH,5.343623,ER1,4.035244,T,148.793716,IY1,742.396179,N,217.782745
sp,sp,1314.261475
FIVE,F,15.680001,AY1,502.551208,V,41.180359
sp,sp,2338.658691


person,sean
sp,sp,4555.761719
SIX,S,1264.872314,IH1,320.281616,K,6.814656,S,893.152283
sp,sp,1404.466309
SEVEN,S,560.742981,EH1,408.712402,AH0,96.671974,N,501.129547
sp,sp,2101.582275
TWENTY,T,151.242523,W,79.501984,EH1,207.092346,N,70.728020,T,5.853386,IY0,640.807373
sp,sp,2428.106445
EIGHTY,EY1,364.912720,T,23.425095,IY0,774.225769
sp,sp,3327.627930
TWO,T,78.459778,UW1,855.431641
sp,sp,3175.049561
ONE,W,249.327011,AH1,327.573608,N,569.398254
sp,sp,2841.965332
HUNDRED,HH,12.989298,AH1,303.670105,N,29.516916,R,12.213878,AH0,180.241699,D,74.683586
sp,sp,2501.526123
ONE,W,358.799805,AH1,483.419403,N,598.545349
sp,sp,2735.134277
THIRTY,TH,249.562210,ER1,159.434631,D,36.492100,IY0,681.019043
sp,sp,2899.460938
TWELVE,T,114.208946,W,48.190128,EH1,141.232422,L,836.135986,V,98.232727
sp,sp,4242.783203
FIFTY,F,5.842226,IH1,80.081055,F,94.264984,T,63.198151,IY0,497.728943
sp,sp,2617.635254
SIXTY,S,435.250793,K,23.319454,S,243.526062,T,59.600826,IY0,534.737610
sp,sp,3372.047119
FOUR,F,82.570343,AO1,831.548157,R,42.879807
sp,sp,3138.346924,AY1,419.906799,N,103.323570,T,56.427986,IY0,807.373413
sp,sp,3191.121094
NINETY,N,49.377598,AY1,624.019043,N,67.029243,T,40.478962,IY0,646.699890
sp,sp,3507.895996,AY1,1080.573120,N,99.930885
sp,sp,3562.554932
THIRTEEN,TH,224.052536,ER1,98.498978,T,111.808258,IY1,659.385803,N,416.731812
sp,sp,2952.197998
FIVE,F,129.055664,AY1,690.639465,V,113.513847
sp,sp,1755.937012
