
person,nayelli
sp,sp,4670.167480
ONE,W,187.801392,AH1,239.078461,N,762.917358
sp,sp,1111.238403
FOUR,F,169.363708,AO1,58.043335,R,406.361908
sp,sp,1576.512939
ONE,W,92.458885,AH1,43.981464,N,659.753479
sp,sp,1780.723633
FIVE,F,131.421188,AY1,519.667358,V,63.177814
sp,sp,2720.768311,AY1,405.785767,N,436.238800
sp,sp,1755.900513
TWO,T,24.093723,UW1,988.338074
sp,sp,1930.575073
SIX,S,102.832130,IH1,374.230164,K,142.373459,S,84.365135
sp,sp,2458.786377
FIVE,F,86.041115,AY1,498.949738,V,14.688891
sp,sp,2520.987061,IY1,531.710022
sp,sp,230.625168
FIVE,F,1015.162537,AY1,458.370667,V,50.148495
sp,sp,2141.636719
EIGHT,EY1,367.039551,T,217.266617
sp,sp,1450.147583,AY1,456.315613,N,389.337250
sp,sp,1525.258789
SEVEN,S,280.930206,EH1,304.756622,AH0,90.844978,N,379.915955
sp,sp,2192.151855,AY1,349.038147,N,360.502167
sp,sp,2083.689453
THREE,TH,12.624672,IY1,405.665497
sp,sp,2377.604492
TWO,T,0.083934,UW1,1012.323608
sp,sp,2504.681396
THREE,TH,41.921124,R,86.639809,IY1,707.109375
sp,sp,2735.010010
EIGHT,EY1,244.346619,T,231.819458
sp,sp,2237.940186,AO1,250.767853,R,271.528198
sp,sp,2440.838379
SIX,S,296.772156,IH1,304.408173,K,33.610558,S,374.415771
sp,sp,1997.173096
TWO,T,164.185410,UW1,696.056702
sp,sp,2480.600342
SIX,S,213.806503,IH1,260.155609,K,159.445465,S,579.158325
sp,sp,2272.567139
FOUR,F,55.103001,AO1,133.370178,R,214.189087
sp,sp,1968.159424
THREE,TH,52.507862,IY1,426.289246
sp,sp,4107.042480

person,minh
sp,sp,3752.851074
ONE,W,132.666412,AH1,169.715729,N,137.504196
sp,sp,2074.721191
FOUR,F,13.274099,AO1,78.600800,R,380.472229
sp,sp,1502.470703
ONE,HH,540.349182,W,116.688744,N,310.474030
sp,sp,2204.565430
FIVE,F,14.202698,AY1,620.753052,V,60.994289
sp,sp,2186.174072,AY1,192.196869,N,251.667831
sp,sp,2731.855225,UW1,1292.472290
sp,sp,1480.093994
SIX,S,278.926910,IH1,233.367783,S,403.804474
sp,sp,2848.567139
FIVE,F,105.509491,AY1,480.723999,V,167.480026
sp,sp,2629.296631,R,12.226581,IY1,513.965820
sp,sp,2040.790161
FIVE,F,36.525574,AY1,585.322021,V,125.275093
sp,sp,2728.118164
EIGHT,EY1,330.540375,T,95.273834
sp,sp,2860.112061,AY1,144.809830,N,364.692139
sp,sp,2354.282471
SEVEN,S,204.632797,EH1,243.353088,V,42.824036,AH0,61.608242,N,349.054596
sp,sp,2824.354004,AY1,214.297577,N,210.307724
sp,sp,2138.888428
THREE,TH,26.117039,R,52.049805,IY1,629.411255
sp,sp,1977.631958
TWO,T,83.640816,UW1,853.721741
sp,sp,2201.269775,R,39.128544,IY1,518.215515
sp,sp,2536.536621
EIGHT,EY1,21.572212,T,139.021881
sp,sp,1943.723999
FOUR,F,33.149155,AO1,125.226929,R,481.175385
sp,sp,2067.374023
SIX,S,252.361679,IH1,92.749649,K,67.978783,S,227.431213
sp,sp,2328.244873
TWO,T,97.554741,UW1,1008.650879
sp,sp,2423.895752
SIX,S,249.896500,IH1,189.339600,K,108.250046,S,145.193176
sp,sp,2554.560547
FOUR,F,11.006621,AO1,77.024071,R,454.919586
sp,sp,2348.890137
THREE,TH,32.352612,R,11.067764,IY1,183.878372
sp,sp,2083.623779

person,gavin
sp,sp,3536.704590
ONE,HH,62.450161,W,87.702698,AH1,262.234558,N,245.598801
sp,sp,1820.403320
FOUR,F,308.010864,AO1,310.153778,R,485.498474
sp,sp,2143.851318
ONE,HH,43.863758,W,131.148743,AH1,199.179062,N,183.751465
sp,sp,2071.534912
FIVE,F,205.682343,AY1,1352.273560,V,511.018707
sp,sp,952.717590,AY1,704.015015,N,300.808807
sp,sp,2145.599854
TWO,T,69.904572,UW1,834.509155
sp,sp,1787.925171
