
person,johan
sp,sp,2864.648926
ONE,W,208.794357,AH1,169.204895,N,201.589645
sp,sp,2496.776367
FOUR,F,54.052170,AO1,128.081512,R,221.797958
sp,sp,2631.941162,AH1,183.369415,N,201.527802
sp,sp,3439.392334
FIVE,F,80.461090,AY1,489.550018,V,107.512848
sp,sp,3530.556641,AY1,485.652405,N,251.693680
sp,sp,3177.045898,UW1,616.955505
sp,sp,2780.968750
SIX,S,215.887222,IH1,76.326157,K,11.347197,S,456.415314
sp,sp,2928.968750
FIVE,F,12.992497,AY1,571.878540,V,101.264702
sp,sp,3109.161133,IY1,338.992004
sp,sp,3408.376953
FIVE,F,88.690193,AY1,491.326385,V,114.138245
sp,sp,2940.981445
EIGHT,EY1,283.770691,T,246.113602
sp,sp,3767.231201,AY1,661.168396,N,115.045105
sp,sp,3286.216553
SEVEN,S,125.759552,EH1,285.418976,V,54.517101,AH0,64.367851,N,180.269592
sp,sp,2980.348145,AY1,655.257202,N,76.070816
sp,sp,2547.690674
THREE,TH,43.776825,IY1,369.828369
sp,sp,3975.966797
TWO,T,42.069103,UW1,680.297546
sp,sp,3534.275391
THREE,TH,7.388407,IY1,352.564240
sp,sp,3525.769287
EIGHT,EY1,213.302826,T,188.277496
sp,sp,2644.408447
FOUR,F,187.414368,AO1,154.995575,R,211.678574
sp,sp,2637.145508
SIX,S,387.873322,IH1,187.199326,K,43.188961,S,584.019043
sp,sp,3127.377686
TWO,T,56.183754,UW1,1341.020508
sp,sp,1720.527100
SIX,S,484.919891,IH1,145.084213,K,16.841002,S,623.341125
sp,sp,2801.753906
FOUR,F,117.102776,AO1,293.572968,R,197.276947
sp,sp,2737.985352
THREE,TH,66.253418,IY1,287.657959
sp,sp,4438.923828

person,elvis
sp,sp,2424.062500
ONE,W,466.867249,AH1,447.368805,N,622.918640
sp,sp,1218.922607
FOUR,F,87.071136,AO1,875.645691,R,69.856842
sp,sp,1538.528320
ONE,W,432.833588,AH1,408.081787,N,501.530579
sp,sp,1432.029297
FIVE,F,77.581825,AY1,798.424011,V,320.353516
sp,sp,1204.471558
NINE,N,183.924561,AY1,780.770813,N,320.540436
sp,sp,1315.966309
TWO,T,177.759567,UW1,847.667786
sp,sp,1373.171021
SIX,S,585.968628,IH1,187.443222,K,362.636017,S,351.140961
sp,sp,1373.776123
FIVE,F,67.210083,AY1,694.800110,V,231.540649
sp,sp,1328.851929
THREE,TH,64.952919,R,106.766022,IY1,564.677307
sp,sp,2174.561523
FIVE,F,88.657562,AY1,700.492432,V,307.409058
sp,sp,1548.159424
EIGHT,EY1,425.528595,T,268.894257
sp,sp,1490.106323
NINE,N,136.079041,AY1,917.678406,N,373.592224
sp,sp,915.453552
SEVEN,S,365.757782,EH1,196.723083,V,256.793610,AH0,104.582642,N,441.623657
sp,sp,1117.725952
NINE,N,225.686691,AY1,936.957031,N,424.418945
sp,sp,1349.815430
THREE,TH,110.299637,R,111.271523,IY1,586.260254
sp,sp,1803.411621
TWO,T,205.880402,UW1,940.118225
sp,sp,1642.068970
THREE,TH,76.116257,R,245.725464,IY1,560.795227
sp,sp,1453.303589
EIGHT,EY1,460.095886,T,295.384857
sp,sp,1329.000000
FOUR,F,96.176491,AO1,972.478088,R,48.157616
sp,sp,1314.853516
SIX,S,607.325134,IH1,184.387863,K,284.993652,S,417.004913
sp,sp,1348.479370
